verbo;tipo;processo_formativo_process;processo_formativo_schema;processo_formativo_pattern;processo_formativo_pattern_semispec;processo_formativo_vsupp;cluster;sinonimia;x;y
ingenerare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;4.503058;9.764481
gestire;sintetico;Conversione;ire;;;;unknown;no_sinonimi;4.7785845;9.255409
ghiacciare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.734368;11.625332
agghiacciare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.9697037;11.207093
giocare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.6916223;10.188963
gioire;sintetico;Conversione;ire;;;;unknown;ha_sinonimi;4.581966;11.52918
aggiornare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.3169503;9.102962
aggiornare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.3576474;9.18389
girare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.5180116;10.081978
giustiziare;sintetico;Conversione;are;;;;unknown;no_sinonimi;3.076408;6.441335
gloriare;sintetico;Conversione;are;;;;unknown;no_sinonimi;4.635159;11.488763
glorificare;sintetico;Suffissazione;ificare;;;;unknown;ha_sinonimi;4.595366;11.465309
gocciare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.2131424;10.95975
golare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.396754;11.552333
golare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.394651;11.540465
gommare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.230498;10.408975
sgommare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.1418037;10.399467
sgommare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.2042847;10.452863
sgommare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.2039723;10.475467
graduare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.0990047;9.367899
gradire;sintetico;Conversione;ire;;;;unknown;no_sinonimi;4.5115557;10.8914175
aggradare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.9444404;10.806524
granire;sintetico;Conversione;ire;;;;unknown;no_sinonimi;7.0420156;10.275996
granire;sintetico;Conversione;ire;;;;unknown;no_sinonimi;7.0973873;10.333734
ingranare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;7.3433595;10.011328
ingranare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;7.3561473;9.975628
sgranare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.462691;10.200979
sgranare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.478269;10.23228
graziare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.782886;10.745336
aggraziare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.725385;11.048055
ingraziare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;4.7219796;11.099306
aggruppare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;ha_sinonimi;6.058262;9.490834
guaire;sintetico;Conversione;ire;;;;unknown;no_sinonimi;5.6130924;11.291871
inguaiare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;ha_sinonimi;5.292175;10.864379
agguerrire;sintetico;Parasintesi+DoppioStadioDerivativo;ad_ire;;;;unknown;no_sinonimi;0.48993078;8.755899
guerreggiare;sintetico;Suffissazione;eggiare;;;;unknown;ha_sinonimi;4.8916807;10.905513
ideare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.9995303;9.848873
immaginare;sintetico;Conversione;are;;;;unknown;no_sinonimi;4.0080204;11.303831
impressionare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.4473414;11.415445
iniziare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.3089056;9.898257
interessare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.963148;9.888403
isolare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.908032;10.605768
slabbrare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.10724;10.923948
lacrimare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.038324;11.237233
allagare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.6267405;11.712996
allattare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.645603;11.734048
lavorare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.006867;9.964548
legnare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.4707994;10.595124
allettare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;ha_sinonimi;4.9065804;10.274785
limitare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.063983;9.74695
lineare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.409282;9.458799
allineare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;ha_sinonimi;6.323944;9.586186
listare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;6.230254;9.238149
lunare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.645902;9.754076
allunare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.428725;9.889644
allunare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.483858;9.980443
locare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.53255;9.878512
macchiare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.078524;10.961787
smacchiare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.041481;10.948329
smacchiare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.9300547;11.056183
macchinare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.438049;10.083122
ammaestrare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.2604966;10.984385
smagliare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.7189064;10.936862
smagliare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.789179;10.943437
ammalare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;4.455577;9.019911
smammare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.4208694;10.995927
maneggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;6.5775757;10.420645
ammarare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;ha_sinonimi;6.1735735;10.904857
mareggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;6.507256;11.402008
maritare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.394211;11.928455
maschiare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.2318406;11.164902
ammassare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.077698;10.743513
massificare;sintetico;Suffissazione;ificare;;;;unknown;no_sinonimi;5.982418;9.837602
medicare;sintetico;Conversione;are;;;;unknown;no_sinonimi;4.6040044;9.514719
smembrare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.124221;9.345318
memorizzare;sintetico;Suffissazione;izzare;;;;unknown;no_sinonimi;5.539837;9.327351
meravigliare;sintetico;Conversione;are;;;;unknown;no_sinonimi;4.295522;11.545333
ministrare;sintetico;Conversione;are;;;;unknown;no_sinonimi;4.1888003;10.226735
amministrare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;4.5701504;9.08191
misurare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.149042;9.227357
modellare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.8654833;10.140662
modificare;sintetico;Suffissazione;ificare;;;;unknown;no_sinonimi;5.326017;9.176691
ammogliare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;ha_sinonimi;5.4092894;11.772642
montare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.160629;9.8917465
ammontare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.4398966;8.615697
smontare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.190711;9.924817
mortificare;sintetico;Suffissazione;ificare;;;;unknown;no_sinonimi;5.810426;10.838813
motivare;sintetico;Conversione;are;;;;unknown;no_sinonimi;4.2345257;9.797919
motorizzare;sintetico;Suffissazione;izzare;;;;unknown;no_sinonimi;6.049698;10.221989
movimentare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.9790783;9.381238
ammucchiare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.2869053;10.926674
murare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.951344;11.996639
musicare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.7738514;10.566613
snaturare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.0967364;9.55039
annebbiare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;7.2074733;11.1398325
snebbiare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.3401456;11.017503
necessitare;sintetico;Conversione;are;;;;unknown;no_sinonimi;4.9661117;9.428952
negoziare;sintetico;Conversione;are;;;;unknown;no_sinonimi;4.776736;10.481697
innervare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;7.118064;10.71692
snervare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.874876;10.683177
annoiare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;ha_sinonimi;4.71204;11.668802
nomare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.4848585;10.090727
nominare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.465864;10.292383
annottare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.6381054;11.761273
numerare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.5627604;9.286185
annuvolare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.556333;11.22688
occasionare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.7630453;10.033611
oculare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.4232717;10.620145
adocchiare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.29838;12.125958
inoculare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;7.327323;10.693232
occhieggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;6.813943;11.657577
odiare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.650444;11.613359
odorare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;7.505536;10.87462
oliare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.124207;10.501094
ombrare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.7276;11.007078
adombrare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;ha_sinonimi;4.3413105;10.399268
ombreggiare;sintetico;Suffissazione;eggiare;;;;unknown;ha_sinonimi;6.8976617;11.619885
inondare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.694322;11.580629
ondeggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;6.8356886;11.665857
onorare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.434128;10.687341
operare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.206242;9.75923
adoperare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;4.9813004;9.7755165
ordinare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.31959;9.766196
orecchiare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.0870094;11.376053
orare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.8035784;10.143587
ospedalizzare;sintetico;Suffissazione;izzare;;;;unknown;no_sinonimi;4.455786;8.976942
ospitare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.6281233;9.553688
ossificare;sintetico;Suffissazione;ificare;;;;unknown;no_sinonimi;7.2609863;10.705877
impaccare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;7.1267314;10.297755
pacificare;sintetico;Suffissazione;ificare;;;;unknown;ha_sinonimi;4.8455048;10.727012
impaginare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.2712326;9.051847
appaiare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.563629;9.974896
spaiare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.4603634;9.896618
pallare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.288107;10.995544
impallare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;ha_sinonimi;6.175329;11.030963
palleggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;6.0601997;11.165134
impanare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;7.5920987;10.467517
panificare;sintetico;Suffissazione;ificare;;;;unknown;no_sinonimi;7.248249;10.460364
parcare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.7118945;10.106867
apparentare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.640346;10.608804
imparentare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;3.5497975;11.950989
impartire;sintetico;Parasintesi+DoppioStadioDerivativo;in_ire;;;;unknown;no_sinonimi;4.001072;10.198024
spartire;sintetico;Parasintesi+DoppioStadioDerivativo;s_ire;;;;unknown;no_sinonimi;5.123588;10.518926
spartire;sintetico;Parasintesi+DoppioStadioDerivativo;s_ire;;;;unknown;no_sinonimi;5.1121964;10.521617
partire;sintetico;Conversione;ire;;;;unknown;no_sinonimi;5.3938484;9.824413
appartare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.7677374;12.063003
parteggiare;sintetico;Suffissazione;eggiare;;;;unknown;ha_sinonimi;4.3108497;11.091167
appassionare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;4.5219207;11.210548
passare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.6501436;10.058364
passeggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;5.883605;12.104091
patteggiare;sintetico;Suffissazione;eggiare;;;;unknown;ha_sinonimi;2.9678984;6.7930446
impaurire;sintetico;Parasintesi+DoppioStadioDerivativo;in_ire;;;;unknown;ha_sinonimi;4.780487;12.183703
spaurire;sintetico;Parasintesi+DoppioStadioDerivativo;s_ire;;;;unknown;ha_sinonimi;4.9275637;12.214787
spaurire;sintetico;Parasintesi+DoppioStadioDerivativo;s_ire;;;;unknown;ha_sinonimi;4.885587;12.189425
spellare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.7597365;10.866245
spelare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.777724;10.937723
pelare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.731476;10.903283
spelare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.8195276;10.96051
spelare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.842881;10.962442
penare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.046518;10.551673
impensierire;sintetico;Parasintesi+DoppioStadioDerivativo;in_ire;;;;unknown;no_sinonimi;0.27766812;8.7465925
pensionare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;-0.57552004;8.068305
pericolare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.503609;10.726079
periodare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.651647;9.644309
periodizzare;sintetico;Suffissazione;izzare;;;;unknown;no_sinonimi;5.8965073;9.622889
impersonare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;4.51878;11.540812
personificare;sintetico;Suffissazione;ificare;;;;unknown;no_sinonimi;4.662768;11.531235
pescare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.781433;11.0544
pesare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.6026564;8.747367
spesare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.4295683;8.6685505
appezzare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.4812946;10.545585
spezzare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;ha_sinonimi;5.8329124;11.129534
pianificare;sintetico;Suffissazione;ificare;;;;unknown;ha_sinonimi;4.522923;9.555704
piantare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.522773;10.587496
spiantare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.492389;10.482589
impiantare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.3751545;10.309315
impiattare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.4306746;9.940792
piazzare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.0933666;9.908304
spiazzare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;4.930501;11.650168
spiazzare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;4.981288;11.601456
appiedare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.860637;10.4837055
impietrire;sintetico;Parasintesi+DoppioStadioDerivativo;in_ire;;;;unknown;no_sinonimi;4.9148264;12.2204895
poetare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.2876635;10.329141
impolverare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;ha_sinonimi;7.7472486;10.414114
spolverare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.764689;10.39746
spolverare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.765425;10.487444
polverizzare;sintetico;Suffissazione;izzare;;;;unknown;no_sinonimi;7.174842;10.00615
popolare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.164931;10.564192
impopolare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;4.4413624;11.072757
spopolare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.198275;10.746151
spopolare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.160998;10.858593
posizionare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;6.1719284;9.814339
postare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.1322794;9.604789
impostare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;5.7530293;9.391259
posteggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;6.3373394;12.106912
postare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.037406;9.66632
impostare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;5.815571;9.3983135
posteggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;6.358795;12.124699
potenziare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.4798036;9.181461
pranzare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.708582;12.076015
praticare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.1314545;9.906183
impratichire;sintetico;Parasintesi+DoppioStadioDerivativo;in_ire;;;;unknown;no_sinonimi;4.829961;10.086158
premiare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.712215;10.395619
presenziare;sintetico;Conversione;are;;;;unknown;no_sinonimi;3.848082;10.360659
pretare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.805817;10.520532
prezzare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.935752;10.184201
apprezzare ;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;4.550189;11.141056
sprezzare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;4.720765;11.451205
imprigionare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;ha_sinonimi;3.1219249;6.4163184
sprigionare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.9636426;9.531063
principare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.1574183;10.4898
principiare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.387479;10.366927
processare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;2.9902883;6.7548475
processare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;2.993521;6.7200727
profumare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;7.5823;10.816144
progettare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.9611073;9.544639
programmare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.243926;9.550251
spropositare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;4.669118;9.88662
impugnare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.5281367;11.35036
puntare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.713949;10.114261
appuntare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.332321;10.642275
appuntire;sintetico;Parasintesi+DoppioStadioDerivativo;ad_ire;;;;unknown;no_sinonimi;7.5096674;11.702528
impuntare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.179464;10.727713
spuntare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.7898684;10.388511
spuntare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.9140463;10.350579
spuntare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.864393;10.392548
spuntare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;6.837445;10.36716
puntare;sintetico;Conversione;are;;;;unknown;no_sinonimi;5.7426696;10.143071
appuntare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;6.351844;10.714285
punteggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;7.332439;11.507784
quadrare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.45393;11.806652
inquadrare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;5.840283;9.456444
squadrare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.5155826;11.838594
squadrare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;7.4869733;11.841467
acquartierare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.2260876;10.838515
questionare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.4779367;9.739686
arrabbiare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;4.5345483;11.932498
radiare;sintetico;Conversione;are;;;;unknown;no_sinonimi;4.268102;9.654589
radiare;sintetico;Conversione;are;;;;unknown;no_sinonimi;4.2993875;9.658237
irradiare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.916362;9.494175
irradiare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.9429536;9.441582
raggiare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.002002;9.753594
irraggiare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.978646;9.482282
ragionare;sintetico;Conversione;are;;;;unknown;no_sinonimi;4.385337;10.156601
sragionare;sintetico;Parasintesi+DoppioStadioDerivativo;s_are;;;;unknown;no_sinonimi;5.7564535;10.767333
ramare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.2953568;10.797657
ramificare;sintetico;Suffissazione;ificare;;;;unknown;no_sinonimi;7.7154098;11.08892
regnare;sintetico;Conversione;are;;;;unknown;no_sinonimi;4.9360113;10.724012
regolare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.2370195;9.634709
relazionare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.4325175;9.76406
rischiare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;5.298168;10.708094
arrischiare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.3793526;11.053211
rispettare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.756122;9.618152
arrivare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;5.7136807;10.114621
rivoluzionare;sintetico;Conversione;are;;;;unknown;ha_sinonimi;4.827716;9.219294
rumoreggiare;sintetico;Suffissazione;eggiare;;;;unknown;ha_sinonimi;5.223049;12.073935
ruotare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.389009;9.585956
sabbiare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.302686;10.634534
insabbiare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;4.914146;11.118017
insaccare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.675322;10.825846
saccheggiare;sintetico;Suffissazione;eggiare;;;;unknown;no_sinonimi;5.1114993;10.904964
salare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.4940577;10.840667
salificare;sintetico;Suffissazione;ificare;;;;unknown;no_sinonimi;6.182729;10.153052
sanguinare;sintetico;Conversione;are;;;;unknown;no_sinonimi;7.020816;11.184504
insanguinare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.90963;11.166663
saporire;sintetico;Conversione;ire;;;;unknown;no_sinonimi;7.579937;10.50167
assaporare;sintetico;Parasintesi+DoppioStadioDerivativo;ad_are;;;;unknown;no_sinonimi;7.5932794;10.551075
insaporire;sintetico;Parasintesi+DoppioStadioDerivativo;in_ire;;;;unknown;no_sinonimi;7.681133;10.506632
scalare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.3919168;9.541214
scatolare;sintetico;Conversione;are;;;;unknown;no_sinonimi;6.8343625;10.0242405
inscatolare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;no_sinonimi;6.9735494;10.12633
inscenare;sintetico;Parasintesi+DoppioStadioDerivativo;in_are;;;;unknown;ha_sinonimi;4.368919;11.072548
