Var1;Var2;nome;added;sinonimia;Column1;Column2;
avere un odio;odiare;odio;;y;avere;c;
prendere in odio;odiare;odio;;;prendere;;
avere un odore;odorare;odore;;;avere;;
fare ombra;ombrare;ombra;;;fare;;
fare ombra;adombrare;ombra;;;fare;;
fare ombra;ombreggiare;ombra;;y;fare;s;
mettere in ombra;ombrare;ombra;;;mettere;;
mettere in ombra;adombrare;ombra;;y;mettere;p;
mettere in ombra;ombreggiare;ombra;;;mettere;;
andare in onda;inondare;onda;;;andare;;
andare in onda;ondeggiare;onda;;;andare;;
essere in onda;inondare;onda;;;essere;;
essere in onda;ondeggiare;onda;;;essere;;
mandare in onda;inondare;onda;;;mandare;;
mandare in onda;ondeggiare;onda;;;mandare;;
mettere in onda;inondare;onda;;;mettere;;
mettere in onda;ondeggiare;onda;;;mettere;;
avere un odore;odorare;odore;;y;avere;c;
avere il onore;onorare;onore;;;avere;;
dare onore;onorare;onore;;y;dare;c;
fare il onore;onorare;onore;;;fare;;
fare onore;onorare;onore;;y;fare;c;
essere in opera;operare;opera;;;essere;;
essere in opera;adoperare;opera;;;essere;;
essere opera;operare;opera;;;essere;;
essere opera;adoperare;opera;;;essere;;
mettere in opera;operare;opera;;;mettere;;
mettere in opera;adoperare;opera;;;mettere;;
essere in ordine;ordinare;ordine;;;essere;;
dare un ordine;ordinare;ordine;;y;dare;c;
fare ordine;ordinare;ordine;;y;fare;c;
mettere in ordine;ordinare;ordine;;y;mettere;c;
mettere ordine;ordinare;ordine;;y;mettere;c;
andare ospite;ospitare;ospite;;;andare;;
avere ospite;ospitare;ospite;;y;avere;c;
essere ospite;ospitare;ospite;;;essere;;
avere pace;pacificare;pace;;;avere;;
dare pace;pacificare;pace;;;dare;;
essere in pace;pacificare;pace;;;essere;;
fare pace;pacificare;pace;;;fare;;
mettere pace;pacificare;pace;;y;mettere;s;
essere padrone;impadronire;padrone;;;essere;;
fare da padrone;impadronire;padrone;;;fare;;
andare in palla;pallare;palla;;;andare;;
andare in palla;impallare;palla;;y;andare;p;
andare in palla;palleggiare;palla;;;andare;;
essere parente;apparentare;parente;;;essere;;
essere parente;imparentare;parente;;;essere;;
avere da parte;impartire;parte;;;avere;;
avere da parte;spartire;parte;;;avere;;
avere da parte;spartire;parte;;;avere;;
avere da parte;partire;parte;;;avere;;
avere da parte;appartare;parte;;;avere;;
avere da parte;parteggiare;parte;;;avere;;
avere parte;impartire;parte;;;avere;;
avere parte;spartire;parte;;;avere;;
avere parte;spartire;parte;;;avere;;
avere parte;partire;parte;;;avere;;
avere parte;appartare;parte;;;avere;;
avere parte;parteggiare;parte;;;avere;;
essere parte;impartire;parte;;;essere;;
essere parte;spartire;parte;;;essere;;
essere parte;spartire;parte;;;essere;;
essere parte;partire;parte;;;essere;;
essere parte;appartare;parte;;;essere;;
essere parte;parteggiare;parte;;;essere;;
fare parte;impartire;parte;;;fare;;
fare parte;spartire;parte;;;fare;;
fare parte;spartire;parte;;;fare;;
fare parte;partire;parte;;;fare;;
fare parte;appartare;parte;;;fare;;
fare parte;parteggiare;parte;;;fare;;
prendere parte;impartire;parte;;;prendere;;
prendere parte;spartire;parte;;;prendere;;
prendere parte;spartire;parte;;;prendere;;
prendere parte;partire;parte;;;prendere;;
prendere parte;appartare;parte;;;prendere;;
prendere parte;parteggiare;parte;;y;prendere;s;
fare il passo;passare;passo;;;fare;;
fare il passo;passeggiare;passo;;;fare;;
avere paura;impaurire;paura;;;avere;;
avere paura;spaurire;paura;;;avere;;
avere paura;spaurire;paura;;;avere;;
fare il patto;patteggiare;patto;;y;fare;s;
fare un patto;patteggiare;patto;;y;fare;s;
avere una paura;impaurire;paura;;;avere;;
avere una paura;spaurire;paura;;;avere;;
avere una paura;spaurire;paura;;;avere;;
fare paura;impaurire;paura;;y;fare;p;
fare paura;spaurire;paura;;y;fare;p;
fare paura;spaurire;paura;;;fare;;
mettere paura;impaurire;paura;;y;mettere;p;
mettere paura;spaurire;paura;;y;mettere;p;
mettere paura;spaurire;paura;;;mettere;;
fare il pelo;spelare;pelo;;;fare;;
fare il pelo;pelare;pelo;;;fare;;
fare il pelo;spelare;pelo;;;fare;;
fare il pelo;spelare;pelo;;;fare;;
avere la pena;penare;pena;;;avere;;
dare la pena;penare;pena;;;dare;;
essere in pena;penare;pena;;y;essere;c;
essere in pensiero;impensierire;pensiero;;;essere;;
fare un pensiero;impensierire;pensiero;;;fare;;
andare in pensione;pensionare;pensione;;;andare;;
essere in pensione;pensionare;pensione;;;essere;;
mandare in pensione;pensionare;pensione;;y;mandare;c;
mettere in pensione;pensionare;pensione;;y;mettere;c;
mettere in pericolo;pericolare;pericolo;;;mettere;;
mettere in pericolo;spericolare;pericolo;;;mettere;;
avere il peso;pesare;peso;;y;avere;c;
avere il peso;spesare;peso;;;avere;;
avere peso;pesare;peso;;;avere;;
avere peso;spesare;peso;;;avere;;
dare il peso;pesare;peso;;y;dare;c;
dare un peso;pesare;peso;;y;dare;c;
andare a pezzo;appezzare;pezzo;;;andare;;
andare a pezzo;spezzare;pezzo;;;andare;;
andare in pezzo;appezzare;pezzo;;;andare;;
andare in pezzo;spezzare;pezzo;;;andare;;
essere a pezzo;appezzare;pezzo;;;essere;;
essere a pezzo;spezzare;pezzo;;;essere;;
essere in pezzo;appezzare;pezzo;;;essere;;
essere in pezzo;spezzare;pezzo;;;essere;;
fare a pezzo;appezzare;pezzo;;;fare;;
fare a pezzo;spezzare;pezzo;;y;fare;p;
mandare in pezzo;appezzare;pezzo;;;mandare;;
mandare in pezzo;spezzare;pezzo;;y;mandare;p;
fare il piano;pianificare;piano;;y;fare;s;
fare piazza;piazzare;piazza;;;fare;;
fare piazza;spiazzare;piazza;;;fare;;
fare piazza;spiazzare;piazza;;;fare;;
andare a piede;appiedare;piede;;;andare;;
essere a piede;appiedare;piede;;;essere;;
mettere in piede;appiedare;piede;;;mettere;;
mettere piede;appiedare;piede;;;mettere;;
prendere piede;appiedare;piede;;;prendere;;
essere poeta;poetare;poeta;;;essere;;
fare il poeta;poetare;poeta;;y;fare;c;
prendere polvere;impolverare;polvere;;y;prendere;p;
prendere polvere;spolverare;polvere;;;prendere;;
prendere polvere;spolverare;polvere;;;prendere;;
prendere polvere;polverizzare;polvere;;;prendere;;
avere la posizione;posizionare;posizione;;;avere;;
mettere in posizione;posizionare;posizione;;y;mettere;c;
prendere posizione;posizionare;posizione;;;prendere;;
avere posto;postare;posto;;;avere;;
avere posto;impostare;posto;;;avere;;
avere posto;posteggiare;posto;;;avere;;
dare posto;postare;posto;;;dare;;
dare posto;impostare;posto;;;dare;;
dare posto;posteggiare;posto;;;dare;;
fare posto;postare;posto;;;fare;;
fare posto;impostare;posto;;;fare;;
fare posto;posteggiare;posto;;;fare;;
mettere a posto;postare;posto;;;mettere;;
mettere a posto;impostare;posto;;;mettere;;
mettere a posto;posteggiare;posto;;;mettere;;
prendere il posto;postare;posto;;;prendere;;
prendere il posto;impostare;posto;;;prendere;;
prendere il posto;posteggiare;posto;;;prendere;;
prendere posto;postare;posto;;;prendere;;
prendere posto;impostare;posto;;;prendere;;
prendere posto;posteggiare;posto;;;prendere;;
andare a pranzo;pranzare;pranzo;;y;andare;c;
essere a pranzo;pranzare;pranzo;;y;essere;c;
fare pratica;praticare;pratica;;y;fare;c;
fare pratica;impratichire;pratica;;;fare;;
fare una pratica;praticare;pratica;;;fare;;
fare una pratica;impratichire;pratica;;;fare;;
mettere in pratica;praticare;pratica;;y;mettere;c;
mettere in pratica;impratichire;pratica;;;mettere;;
andare in premio;premiare;premio;;;andare;;
avere in premio;premiare;premio;;;avere;;
dare in premio;premiare;premio;;;dare;;
dare un premio;premiare;premio;;y;dare;c;
fare una presenza;presenziare;presenza;;;fare;;
essere prete;pretare;prete;;;essere;;
essere prete;spretare;prete;;;essere;;
fare il prete;pretare;prete;;;fare;;
fare il prete;spretare;prete;;;fare;;
fare il prezzo;prezzare;prezzo;;;fare;;
fare il prezzo;sprezzare;prezzo;;;fare;;
mettere un prezzo;prezzare;prezzo;;y;mettere;c;
mettere un prezzo;sprezzare;prezzo;;;mettere;;
andare in prigione;imprigionare;prigione;;;andare;;
andare in prigione;sprigionare;prigione;;;andare;;
essere in prigione;imprigionare;prigione;;;essere;;
essere in prigione;sprigionare;prigione;;;essere;;
mandare in prigione;imprigionare;prigione;;y;mandare;p;
mandare in prigione;sprigionare;prigione;;;mandare;;
mettere in prigione;imprigionare;prigione;;y;mettere;p;
mettere in prigione;sprigionare;prigione;;;mettere;;
fare il principe;principare;principe;;;fare;;
andare a processo;processare;processo;;;andare;;
essere sotto processo;processare;processo;;;essere;;
fare il processo;processare;processo;;y;fare;c;
fare un processo;processare;processo;;;fare;;
mettere sotto processo;processare;processo;;y;mettere;c;
avere il profumo;profumare;profumo;;y;avere;c;
avere in progetto;progettare;progetto;;y;avere;c;
essere in progetto;progettare;progetto;;;essere;;
fare il progetto;progettare;progetto;;y;fare;c;
avere in programma;programmare;programma;;y;avere;c;
essere in programma;programmare;programma;;;essere;;
fare il programma;programmare;programma;;y;fare;c;
mettere in programma;programmare;programma;;;mettere;;
avere il proposito;spropositare;proposito;;;avere;;
avere in pugno;impugnare;pugno;;;avere;;
fare a pugno;impugnare;pugno;;;fare;;
prendere a pugno;impugnare;pugno;;;prendere;;
prendere in pugno;impugnare;pugno;;;prendere;;
fare il punto;puntare;punto;;;fare;;
fare il punto;appuntare;punto;;;fare;;
fare il punto;punteggiare;punto;;;fare;;
fare punto;puntare;punto;;;fare;;
fare punto;appuntare;punto;;;fare;;
fare punto;punteggiare;punto;;;fare;;
mettere a punto;puntare;punto;;;mettere;;
mettere a punto;appuntare;punto;;;mettere;;
mettere a punto;punteggiare;punto;;;mettere;;
essere in questione;questionare;questione;;;essere;;
mettere in questione;questionare;questione;;y;mettere;c;
prendere in questione;questionare;questione;;;prendere;;
andare in radio;radiare;radio;;;andare;;
andare in radio;radiare;radio;;;andare;;
andare in radio;irradiare;radio;;;andare;;
andare in radio;irradiare;radio;;;andare;;
mandare in radio;radiare;radio;;;mandare;;
mandare in radio;radiare;radio;;;mandare;;
mandare in radio;irradiare;radio;;;mandare;;
mandare in radio;irradiare;radio;;;mandare;;
avere ragione;ragionare;ragione;;;avere;;
avere ragione;sragionare;ragione;;;avere;;
dare ragione;ragionare;ragione;;;dare;;
dare ragione;sragionare;ragione;;;dare;;
dare una regola;sregolare;regola;;;dare;;
dare una regola;regolare;regola;;y;dare;c;
mettere in regola;sregolare;regola;;;mettere;;
mettere in regola;regolare;regola;;y;mettere;c;
essere in relazione;relazionare;relazione;;;essere;;
fare una relazione;relazionare;relazione;;y;fare;c;
mettere in relazione;relazionare;relazione;;y;mettere;c;
avere il rischio;rischiare;rischio;;y;avere;c;
avere il rischio;arrischiare;rischio;;;avere;;
essere a rischio;rischiare;rischio;;;essere;;
essere a rischio;arrischiare;rischio;;;essere;;
mettere a rischio;rischiare;rischio;;y;mettere;c;
mettere a rischio;arrischiare;rischio;;;mettere;;
avere rispetto;rispettare;rispetto;;y;avere;c;
fare rispetto;rispettare;rispetto;;;fare;;
fare una rivoluzione;rivoluzionare;rivoluzione;;y;fare;c;
fare il rumore;rumoreggiare;rumore;;y;fare;s;
fare rumore;rumoreggiare;rumore;;y;fare;s;
andare di scena;inscenare;scena;;;andare;;
andare di scena;sceneggiare;scena;;;andare;;
andare in scena;inscenare;scena;;;andare;;
andare in scena;sceneggiare;scena;;;andare;;
essere in scena;inscenare;scena;;;essere;;
essere in scena;sceneggiare;scena;;;essere;;
fare scena;inscenare;scena;;;fare;;
fare scena;sceneggiare;scena;;;fare;;
fare una scena;inscenare;scena;;;fare;;
fare una scena;sceneggiare;scena;;;fare;;
mandare in scena;inscenare;scena;;y;mandare;p;
mandare in scena;sceneggiare;scena;;y;mandare;s;
mettere in scena;inscenare;scena;;y;mettere;p;
mettere in scena;sceneggiare;scena;;y;mettere;s;
dare la schiena;schienare;schiena;;;dare;;
essere un schifo;schifare;schifo;;;essere;;
fare schifo;schifare;schifo;;;fare;;
andare a segno;segnare;segno;;y;andare;c;
andare a segno;assegnare;segno;;;andare;;
andare a segno;insegnare;segno;;;andare;;
andare a segno;significare;segno;;;andare;;
essere segno;segnare;segno;;;essere;;
essere segno;assegnare;segno;;;essere;;
essere segno;insegnare;segno;;;essere;;
essere segno;significare;segno;;y;essere;s;
fare un segno;segnare;segno;;y;fare;c;
fare un segno;assegnare;segno;;;fare;;
fare un segno;insegnare;segno;;;fare;;
fare un segno;significare;segno;;;fare;;
mandare a segno;segnare;segno;;y;mandare;c;
mandare a segno;assegnare;segno;;;mandare;;
mandare a segno;insegnare;segno;;;mandare;;
mandare a segno;significare;segno;;;mandare;;
mettere a segno;segnare;segno;;y;mettere;c;
mettere a segno;assegnare;segno;;;mettere;;
mettere a segno;insegnare;segno;;;mettere;;
mettere a segno;significare;segno;;;mettere;;
mettere un segno;segnare;segno;;;mettere;;
mettere un segno;assegnare;segno;;;mettere;;
mettere un segno;insegnare;segno;;;mettere;;
mettere un segno;significare;segno;;;mettere;;
fare da servo;servire;servo;;;fare;;
fare da servo;asservire;servo;;;fare;;
fare il servo;servire;servo;;;fare;;
fare il servo;asservire;servo;;;fare;;
essere signore;signoreggiare;signore;;y;essere;s;
fare il signore;signoreggiare;signore;;;fare;;
fare silenzio;silenziare;silenzio;;;fare;;
mettere sotto silenzio;silenziare;silenzio;;y;mettere;c;
avere in simpatia;simpatizzare;simpatia;;y;avere;s;
avere la simpatia;simpatizzare;simpatia;;y;avere;s;
avere simpatia;simpatizzare;simpatia;;y;avere;s;
prendere in simpatia;simpatizzare;simpatia;;;prendere;;
essere sindaco;sindacare;sindaco;;;essere;;
fare il sindaco;sindacare;sindaco;;;fare;;
fare sistema;sistemare;sistema;;;fare;;
mettere a sistema;sistemare;sistema;;;mettere;;
fare il soldo;assoldare;soldo;;;fare;;
prendere il sole;soleggiare;sole;;;prendere;;
fare il sogno;sognare;sogno;;y;fare;c;
fare un sogno;sognare;sogno;;y;fare;c;
avere il sogno;sognare;sogno;;y;avere;c;
avere un sogno;sognare;sogno;;y;avere;c;
avere un sonno;assonnare;sonno;;;avere;;
prendere sonno;assonnare;sonno;;;prendere;;
avere in sorte;sortire;sorte;;;avere;;
avere in sorte;assortire;sorte;;;avere;;
avere in sorte;assortire;sorte;;;avere;;
avere in sorte;sorteggiare;sorte;;;avere;;
dare sostanza;sostanziare;sostanza;;y;dare;c;
dare la spalla;spalleggiare;spalla;;y;dare;s;
fare da spalla;spalleggiare;spalla;;y;fare;s;
fare la spalla;spalleggiare;spalla;;y;fare;s;
avere spazio;spaziare;spazio;;;avere;;
dare spazio;spaziare;spazio;;;dare;;
fare spazio;spaziare;spazio;;;fare;;
fare da specchio;specchiare;specchio;;;fare;;
fare spesa;spesare;spesa;;;fare;;
fare una spesa;spesare;spesa;;;fare;;
andare sposa;sposare;sposa;;y;andare;c;
dare una stella;stellare;stella;;;dare;;
dare una stella;stellare;stella;;;dare;;
mettere in tasca;intascare;tasca;;y;mettere;p;
mettere una tassa;tassare;tassa;;y;mettere;c;
essere a tavola;tavolare;tavola;;;essere;;
essere a tavola;intavolare;tavola;;;essere;;
avere tempo;temporeggiare;tempo;;;avere;;
dare tempo;temporeggiare;tempo;;;dare;;
essere in tempo;temporeggiare;tempo;;;essere;;
prendere tempo;temporeggiare;tempo;;y;prendere;s;
andare a termine;terminare;termine;;;andare;;
andare a termine;sterminare;termine;;;andare;;
andare a termine;sterminare;termine;;;andare;;
avere termine;terminare;termine;;y;avere;c;
avere termine;sterminare;termine;;;avere;;
avere termine;sterminare;termine;;;avere;;
mettere un termine;terminare;termine;;y;mettere;c;
mettere un termine;sterminare;termine;;;mettere;;
mettere un termine;sterminare;termine;;;mettere;;
andare in testa;intestare;testa;;;andare;;
avere in testa;intestare;testa;;;avere;;
essere in testa;intestare;testa;;;essere;;
mettere in testa;intestare;testa;;;mettere;;
avere titolo;titolare;titolo;;y;avere;c;
avere titolo;intitolare;titolo;;;avere;;
dare il titolo;titolare;titolo;;y;dare;c;
dare il titolo;intitolare;titolo;;y;dare;p;
mettere il titolo;titolare;titolo;;y;mettere;c;
mettere il titolo;intitolare;titolo;;y;mettere;p;
prendere il titolo;titolare;titolo;;;prendere;;
prendere il titolo;intitolare;titolo;;y;prendere;p;
avere il tono;intonare;tono;;;avere;;
avere il tono;stonare;tono;;;avere;;
avere il tono;tonificare;tono;;;avere;;
dare il tono;intonare;tono;;;dare;;
dare il tono;stonare;tono;;;dare;;
dare il tono;tonificare;tono;;;dare;;
fare da torre;torreggiare;torre;;;fare;;
dare in uso;usare;uso;;;dare;;
dare in uso;adusare;uso;;;dare;;
essere in uso;usare;uso;;;essere;;
essere in uso;adusare;uso;;;essere;;
fare un uso;usare;uso;;;fare;;
fare un uso;adusare;uso;;;fare;;
fare uso;usare;uso;;y;fare;c;
fare uso;adusare;uso;;;fare;;
mettere in uso;usare;uso;;y;mettere;c;
mettere in uso;adusare;uso;;;mettere;;
venire in uso;usare;uso;;;venire;;
venire in uso;adusare;uso;;;venire;;
mettere in valigia;svaligiare;valigia;;;mettere;;
dare valore;avvalorare;valore;;y;dare;p;
dare valore;valorizzare;valore;;y;dare;s;
mettere a valore;avvalorare;valore;;;mettere;;
mettere a valore;valorizzare;valore;;;mettere;;
mettere in valore;avvalorare;valore;;;mettere;;
mettere in valore;valorizzare;valore;;;mettere;;
essere una vergogna;vergognarsi;vergogna;;;essere;;
essere una vergogna;svergognare;vergogna;;;essere;;
essere una vergogna;vergognare;vergogna;;;essere;;
dare il via;avviare;via;;y;dare;p;
dare il via;inviare;via;;;dare;;
prendere il via;avviare;via;;;prendere;;
prendere il via;inviare;via;;;prendere;;
prendere la via;avviare;via;;;prendere;;
prendere la via;inviare;via;;;prendere;;
essere in viaggio;viaggiare;viaggio;;;essere;;
mettere in viaggio;viaggiare;viaggio;;;mettere;;
fare il viaggio;viaggiare;viaggio;;y;fare;c;
fare un viaggio;viaggiare;viaggio;;y;fare;c;
avere in vista;avvistare;vista;;;avere;;
essere in vista;avvistare;vista;;;essere;;
mettere in vista;avvistare;vista;;;mettere;;
essere vittima;vittimizzare;vittima;;;essere;;
fare la vittima;vittimizzare;vittima;;;fare;;
avere voce;vociare;voce;;;avere;;
dare voce;vociare;voce;;;dare;;
avere voglia;invogliare;voglia;;;avere;;
dare il voto;votare;voto;;y;dare;c;
